CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
10/01/2019,19:02,BRONX,10457,40.846733,-73.90649,"(40.846733, -73.90649)",MONROE AVENUE                   ,EAST 175 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4216248,Station Wagon/Sport Utility Vehicle,Bike,,,
10/04/2019,8:40,MANHATTAN,10022,40.759575,-73.96803,"(40.759575, -73.96803)",EAST 56 STREET                  ,3 AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,,,,,4218137,Bike,,,,
10/06/2019,12:22,,,40.790367,-73.949776,"(40.790367, -73.949776)",EAST 102 STREET                 ,,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Driver Inattention/Distraction,,,,4221494,Bike,Sedan,,,
10/03/2019,17:56,QUEENS,11368,40.75473,-73.86514,"(40.75473, -73.86514)",103 STREET                      ,35 AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4217208,Station Wagon/Sport Utility Vehicle,Bike,,,
10/02/2019,20:45,QUEENS,11373,40.746788,-73.871925,"(40.746788, -73.871925)",94 STREET                       ,41 AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4216550,Station Wagon/Sport Utility Vehicle,Bike,,,
10/04/2019,10:00,,,40.86235,-73.894066,"(40.86235, -73.894066)",EAST KINGSBRIDGE ROAD           ,EAST FORDHAM ROAD,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,,,,4217471,Sedan,Bike,,,
10/02/2019,17:23,,,40.615013,-74.00935,"(40.615013, -74.00935)",82 STREET                       ,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4216489,Station Wagon/Sport Utility Vehicle,Bike,,,
10/06/2019,19:10,QUEENS,11375,40.72201,-73.853485,"(40.72201, -73.853485)",YELLOWSTONE BOULEVARD           ,BURNS STREET,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4219874,Sedan,Bike,,,
10/05/2019,14:30,BROOKLYN,11235,40.58613,-73.95011,"(40.58613, -73.95011)",VOORHIES AVENUE                 ,EAST 19 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4218211,Sedan,E-Sco,,,
10/03/2019,19:00,QUEENS,11358,40.769543,-73.7924,"(40.769543, -73.7924)",UTOPIA PARKWAY                  ,FRANCIS LEWIS BOULEVARD,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4217313,Sedan,Bike,,,
10/06/2019,15:00,QUEENS,11419,40.688244,-73.82399,"(40.688244, -73.82399)",120 STREET                      ,103 AVENUE,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4219075,Station Wagon/Sport Utility Vehicle,Bike,,,
10/04/2019,22:30,MANHATTAN,10010,40.741615,-73.993744,"(40.741615, -73.993744)",WEST 21 STREET                  ,AVENUE OF THE AMERICAS,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,,,,4219944,Taxi,Bike,,,
10/06/2019,12:00,BROOKLYN,11213,40.677483,-73.93033,"(40.677483, -73.93033)",ATLANTIC AVENUE                 ,UTICA AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4222326,Bike,Sedan,,,
10/05/2019,15:10,BROOKLYN,11226,40.639763,-73.958015,"(40.639763, -73.958015)",DITMAS AVENUE                   ,EAST 21 STREET,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,4218291,Bike,Sedan,,,
10/05/2019,14:55,BRONX,10460,40.842625,-73.87818,"(40.842625, -73.87818)",BOSTON ROAD                     ,EAST 180 STREET,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Driver Inattention/Distraction,,,,4219123,Bike,Sedan,,,
10/01/2019,15:20,BROOKLYN,11212,40.65461,-73.922,"(40.65461, -73.922)",KINGS HIGHWAY                   ,REMSEN AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,4217717,Sedan,Bike,,,
10/03/2019,8:45,BROOKLYN,11222,40.732716,-73.95807,"(40.732716, -73.95807)",HURON STREET                    ,FRANKLIN STREET,,1,0,0,0,1,0,0,0,Driver Inexperience,,,,,4221004,E-Sco,,,,
10/03/2019,15:43,MANHATTAN,10002,40.72218,-73.99092,"(40.72218, -73.99092)",FORSYTH STREET                  ,STANTON STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4217708,Van,Bike,,,
10/06/2019,20:40,QUEENS,11691,40.595985,-73.763,"(40.595985, -73.763)",BEACH 30 STREET                 ,SEAGIRT BOULEVARD,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,,,,,4219185,Bike,,,,
10/04/2019,9:30,QUEENS,11368,40.749302,-73.86749,"(40.749302, -73.86749)",,,40-04     98 STREET                     ,1,0,0,0,1,0,0,0,Unsafe Lane Changing,Unspecified,,,,4218536,Sedan,Bike,,,
10/01/2019,9:00,BRONX,10451,40.816357,-73.92333,"(40.816357, -73.92333)",,,500       MORRIS AVENUE                 ,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4216187,Station Wagon/Sport Utility Vehicle,Bike,,,
10/03/2019,22:29,BROOKLYN,11233,40.681713,-73.91152,"(40.681713, -73.91152)",ROCKAWAY AVENUE                 ,MARION STREET,,1,0,0,0,1,0,0,0,Unspecified,,,,,4221120,Bike,,,,
10/01/2019,20:27,BROOKLYN,11209,40.630135,-74.02237,"(40.630135, -74.02237)",,,7411      5 AVENUE                      ,2,0,0,0,2,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4216022,Sedan,E-Bik,,,
10/02/2019,8:30,MANHATTAN,10002,40.71904,-73.99153,"(40.71904, -73.99153)",,,135       ELDRIDGE STREET               ,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4217159,Station Wagon/Sport Utility Vehicle,Bike,,,
10/02/2019,16:00,QUEENS,11692,40.593124,-73.79147,"(40.593124, -73.79147)",BEACH 62 STREET                 ,BEACH CHANNEL DRIVE,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Other Vehicular,,,,4216480,Sedan,Bike,,,
10/04/2019,23:18,,,40.813774,-73.95969,"(40.813774, -73.95969)",BROADWAY                        ,,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unsafe Lane Changing,,,,4226648,Sedan,E-Bik,,,
10/07/2019,9:38,,,40.844788,-73.93705,"(40.844788, -73.93705)",SAINT NICHOLAS AVENUE           ,,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4220340,Bike,Sedan,,,
10/02/2019,12:05,,,40.821117,-73.957466,"(40.821117, -73.957466)",RIVERSIDE DRIVE                 ,,,1,0,0,0,1,0,0,0,Passing Too Closely,Unspecified,,,,4219242,Station Wagon/Sport Utility Vehicle,Bike,,,
10/05/2019,1:50,,,,,,WILLIAMSBURG BRIDGE OUTER ROADWA,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4218865,Bike,Bike,,,
10/03/2019,9:50,,,40.676243,-73.95269,"(40.676243, -73.95269)",BERGEN STREET                   ,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4245589,E-Bik,Station Wagon/Sport Utility Vehicle,,,
10/01/2019,16:41,,,,,,WEST TREMONT AVENUE             ,SEDGWICK AVENUE,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,,,,4216247,Station Wagon/Sport Utility Vehicle,E-Bik,,,
10/30/2019,7:56,BROOKLYN,11229,40.59779,-73.946236,"(40.59779, -73.946236)",BEDFORD AVENUE                  ,AVENUE V,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,Unspecified,,,4232047,Sedan,Bike,Station Wagon/Sport Utility Vehicle,,
10/18/2019,9:00,BROOKLYN,11215,40.67379,-73.98587,"(40.67379, -73.98587)",,,340       4 AVENUE                      ,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4226475,Bike,Sedan,,,
10/21/2019,17:10,MANHATTAN,10003,40.73602,-73.98228,"(40.73602, -73.98228)",EAST 20 STREET                  ,2 AVENUE,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Other Vehicular,,,,4227913,Sedan,Bike,,,
10/12/2019,20:50,MANHATTAN,10128,40.78357,-73.94759,"(40.78357, -73.94759)",2 AVENUE                        ,EAST 95 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4222730,Station Wagon/Sport Utility Vehicle,Bike,,,
10/15/2019,6:40,MANHATTAN,10128,40.781315,-73.94614,"(40.781315, -73.94614)",EAST 93 STREET                  ,1 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4223320,Sedan,Bike,,,
10/28/2019,14:00,QUEENS,11385,40.707676,-73.907486,"(40.707676, -73.907486)",MENAHAN STREET                  ,FAIRVIEW AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4231290,Station Wagon/Sport Utility Vehicle,Bike,,,
10/29/2019,7:50,BRONX,10471,40.900288,-73.89704,"(40.900288, -73.89704)",BROADWAY                        ,HUDSON PARKWAY,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4231662,Station Wagon/Sport Utility Vehicle,Bike,,,
10/11/2019,18:20,,,40.781315,-73.94614,"(40.781315, -73.94614)",EAST 93 STREET                  ,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4222143,Sedan,E-Sco,,,
10/21/2019,9:45,QUEENS,11373,40.72898,-73.882385,"(40.72898, -73.882385)",80 STREET                       ,57 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4227988,Convertible,Bike,,,
10/11/2019,0:36,QUEENS,11372,40.754955,-73.88431,"(40.754955, -73.88431)",,,33-27     83 STREET                     ,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4221426,E-Bik,Sedan,,,
10/13/2019,19:10,BROOKLYN,11205,40.69908,-73.95622,"(40.69908, -73.95622)",,,471       FLUSHING AVENUE               ,1,0,0,0,1,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,,,,4222802,E-Sco,Station Wagon/Sport Utility Vehicle,,,
10/16/2019,15:40,MANHATTAN,10040,40.856808,-73.92827,"(40.856808, -73.92827)",SAINT NICHOLAS AVENUE           ,WEST 193 STREET,,1,0,0,0,1,0,0,0,Turning Improperly,Unspecified,,,,4227085,Bike,Taxi,,,
10/23/2019,18:10,,,40.881687,-73.90283,"(40.881687, -73.90283)",BROADWAY                        ,,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4228460,Sedan,Bike,,,
10/22/2019,17:25,,,40.68902,-73.92122,"(40.68902, -73.92122)",BROADWAY                        ,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4230110,Station Wagon/Sport Utility Vehicle,Bike,,,
10/21/2019,19:25,,,40.750988,-73.99063,"(40.750988, -73.99063)",WEST 34 STREET                  ,,,1,0,0,0,1,0,0,0,Unsafe Lane Changing,Unspecified,,,,4230167,Taxi,Pedicab,,,
10/25/2019,10:00,QUEENS,11365,40.749084,-73.80282,"(40.749084, -73.80282)",164 STREET                      ,LITHONIA AVENUE,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4229735,Station Wagon/Sport Utility Vehicle,Bike,,,
10/23/2019,6:45,BROOKLYN,11212,40.66255,-73.90893,"(40.66255, -73.90893)",ROCKAWAY AVENUE                 ,LIVONIA AVENUE,,1,0,0,0,1,0,0,0,Following Too Closely,Unspecified,,,,4228224,Sedan,E-Sco,,,
10/14/2019,16:00,BRONX,10462,40.835724,-73.847946,"(40.835724, -73.847946)",,,2300      WESTCHESTER AVENUE            ,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4226447,Bike,,,,
10/25/2019,20:35,MANHATTAN,10040,40.853714,-73.92681,"(40.853714, -73.92681)",WEST 190 STREET                 ,AMSTERDAM AVENUE,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,4230526,Station Wagon/Sport Utility Vehicle,Bike,,,
10/18/2019,19:30,QUEENS,11369,40.76401,-73.881226,"(40.76401, -73.881226)",88 STREET                       ,ASTORIA BOULEVARD,,1,0,0,0,1,0,0,0,View Obstructed/Limited,View Obstructed/Limited,,,,4226300,Sedan,Bike,,,
10/26/2019,6:54,,,40.65626,-73.950165,"(40.65626, -73.950165)",NOSTRAND AVENUE                 ,,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,4230242,Station Wagon/Sport Utility Vehicle,Bike,,,
10/17/2019,10:30,MANHATTAN,10010,40.741608,-73.98532,"(40.741608, -73.98532)",,,345       PARK AVENUE SOUTH             ,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4225287,Taxi,Bike,,,
10/28/2019,15:07,BRONX,10467,40.884014,-73.8791,"(40.884014, -73.8791)",EAST 212 STREET                 ,DEKALB AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Traffic Control Disregarded,,,,4231242,Station Wagon/Sport Utility Vehicle,E-Bik,,,
10/29/2019,9:10,,,40.79599,-73.96896,"(40.79599, -73.96896)",AMSTERDAM AVENUE                ,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4232363,Van,Bike,,,
10/22/2019,20:53,MANHATTAN,10019,40.76525,-73.995094,"(40.76525, -73.995094)",WEST 49 STREET                  ,11 AVENUE,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,View Obstructed/Limited,,,,4230118,Van,Bike,,,
10/23/2019,21:23,MANHATTAN,10010,40.738796,-73.97716,"(40.738796, -73.97716)",EAST 26 STREET                  ,1 AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4228774,Station Wagon/Sport Utility Vehicle,Bike,,,
10/17/2019,9:30,QUEENS,11432,40.707726,-73.7913,"(40.707726, -73.7913)",169 STREET                      ,91 AVENUE,,1,0,0,0,1,0,0,0,Turning Improperly,Other Vehicular,,,,4226071,Bike,Sedan,,,
10/13/2019,20:09,BRONX,10461,,,,Waters pl                       ,marconi st,,1,0,0,0,1,0,0,0,Other Vehicular,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,4224368,Bike,Sedan,,,
10/14/2019,6:45,BROOKLYN,11233,40.66636,-73.92445,"(40.66636, -73.92445)",EAST NEW YORK AVENUE            ,EAST 98 STREET,,1,0,0,0,1,0,0,0,Unspecified,,,,,4223519,Bike,Sedan,,,
10/14/2019,10:00,,,40.692516,-73.85911,"(40.692516, -73.85911)",85 STREET                       ,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4223057,Station Wagon/Sport Utility Vehicle,Bike,,,
10/15/2019,18:45,BROOKLYN,11209,40.63011,-74.02238,"(40.63011, -74.02238)",,,7415      5 AVENUE                      ,1,0,0,0,1,0,0,0,Unsafe Speed,Unspecified,,,,4227201,Bike,Sedan,,,
10/15/2019,22:20,,,40.722977,-74.005066,"(40.722977, -74.005066)",AVENUE OF THE AMERICAS          ,GRAND STREET,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,4225538,Bike,Station Wagon/Sport Utility Vehicle,,,
10/17/2019,21:38,MANHATTAN,10012,40.724693,-73.99419,"(40.724693, -73.99419)",EAST HOUSTON STREET             ,MOTT STREET,,1,0,0,0,1,0,0,0,Turning Improperly,Unspecified,,,,4225040,Station Wagon/Sport Utility Vehicle,Bike,,,
10/24/2019,12:20,MANHATTAN,10017,,,,EAST 46 STREET                  ,3 AVENUE,,1,0,0,0,1,0,0,0,Unsafe Lane Changing,Unspecified,,,,4228902,Sedan,Bike,,,
10/26/2019,0:01,BRONX,10454,40.812824,-73.923836,"(40.812824, -73.923836)",3 AVENUE                        ,EAST 142 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4230334,Station Wagon/Sport Utility Vehicle,E-Bik,,,
10/22/2019,21:45,BROOKLYN,11232,40.65183,-74.003334,"(40.65183, -74.003334)",38 STREET                       ,5 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4227713,Station Wagon/Sport Utility Vehicle,Bike,,,
10/24/2019,1:02,BROOKLYN,11206,40.7095,-73.93582,"(40.7095, -73.93582)",,,314       SCHOLES STREET                ,1,0,0,0,1,0,0,0,Passing Too Closely,Unspecified,,,,4230462,Bike,,,,
10/28/2019,18:20,BROOKLYN,11216,40.679996,-73.94216,"(40.679996, -73.94216)",,,1479      FULTON STREET                 ,1,0,0,0,1,0,0,0,Turning Improperly,Failure to Keep Right,,,,4231927,Sedan,Bike,,,
10/22/2019,15:47,BRONX,10468,40.86531,-73.90333,"(40.86531, -73.90333)",UNIVERSITY AVENUE               ,WEST 190 STREET,,1,0,0,0,1,0,0,0,Unsafe Speed,Unsafe Lane Changing,,,,4227618,Station Wagon/Sport Utility Vehicle,Bike,,,
10/24/2019,14:30,BROOKLYN,11230,40.6249,-73.96403,"(40.6249, -73.96403)",,,1203      AVENUE J                      ,1,0,0,0,1,0,0,0,Unspecified,,,,,4229001,Sedan,Bike,,,
10/25/2019,13:53,BROOKLYN,11235,40.58667,-73.966156,"(40.58667, -73.966156)",OCEAN PARKWAY                   ,AVENUE Z,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4230387,Station Wagon/Sport Utility Vehicle,Bike,,,
10/13/2019,20:05,,,40.78775,-73.947464,"(40.78775, -73.947464)",3 AVENUE                        ,,,1,0,0,0,1,0,0,0,Unspecified,,,,,4223117,Bike,,,,
10/28/2019,12:59,MANHATTAN,10016,40.74367,-73.98685,"(40.74367, -73.98685)",,,14        EAST 27 STREET                ,1,0,0,0,1,0,0,0,Unspecified,,,,,4244296,Bike,,,,
10/25/2019,8:45,QUEENS,11355,,,,COLLEGE POINT BOULEVARD         ,NORTHERN BOULEVARD,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4229252,Box Truck,Bike,,,
10/19/2019,14:20,BROOKLYN,11213,40.668293,-73.93952,"(40.668293, -73.93952)",ALBANY AVENUE                   ,UNION STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4226798,Sedan,Bike,,,
10/25/2019,17:30,QUEENS,11433,,,,160 STREET                      ,TUSKEGEE AIRMEN WAY,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,4233395,Sedan,Bike,,,
10/29/2019,18:25,BROOKLYN,11203,40.651005,-73.94571,"(40.651005, -73.94571)",EAST 34 STREET                  ,CHURCH AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4231788,Sedan,Bike,,,
10/15/2019,10:32,BROOKLYN,11207,40.65759,-73.8835,"(40.65759, -73.8835)",WORTMAN AVENUE                  ,VAN SICLEN AVENUE,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,,,,,4223874,Station Wagon/Sport Utility Vehicle,Bike,,,
10/15/2019,15:31,MANHATTAN,10026,40.798714,-73.949715,"(40.798714, -73.949715)",,,41        WEST 112 STREET               ,2,0,1,0,1,0,0,0,Traffic Control Disregarded,,,,,4223903,Bike,,,,
10/19/2019,15:30,,,40.877068,-73.906105,"(40.877068, -73.906105)",BROADWAY                        ,WEST 230 STREET,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4226089,Bike,Station Wagon/Sport Utility Vehicle,,,
10/31/2019,15:15,,,40.663227,-73.93159,"(40.663227, -73.93159)",UTICA AVENUE                    ,,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4233165,Station Wagon/Sport Utility Vehicle,Bike,,,
10/15/2019,9:05,QUEENS,11373,40.747864,-73.873985,"(40.747864, -73.873985)",BENHAM STREET                   ,WHITNEY AVENUE,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,4223407,Sedan,Bike,,,
10/19/2019,11:40,BROOKLYN,11206,40.6997,-73.94425,"(40.6997, -73.94425)",THROOP AVENUE                   ,HOPKINS STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4226551,Sedan,Bike,,,
10/22/2019,7:00,BRONX,10461,40.83917,-73.83629,"(40.83917, -73.83629)",EAST TREMONT AVENUE             ,DUDLEY AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4228356,Station Wagon/Sport Utility Vehicle,Bike,,,
10/26/2019,9:05,BROOKLYN,11215,40.664604,-73.97685,"(40.664604, -73.97685)",PROSPECT PARK WEST              ,9 STREET,,2,0,1,0,1,0,0,0,Unspecified,,,,,4230294,Bike,,,,
10/13/2019,2:20,,,40.71882,-73.9468,"(40.71882, -73.9468)",MANHATTAN AVENUE                ,MEEKER AVENUE,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4223833,Bike,Station Wagon/Sport Utility Vehicle,,,
10/28/2019,12:11,BROOKLYN,11234,40.635258,-73.92745,"(40.635258, -73.92745)",KINGS HIGHWAY                   ,GLENWOOD ROAD,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Driver Inattention/Distraction,,,,4232017,Station Wagon/Sport Utility Vehicle,E-Bik,,,
10/23/2019,12:04,BROOKLYN,11223,40.60905,-73.9709,"(40.60905, -73.9709)",EAST 3 STREET                   ,AVENUE P,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4229029,E-Sco,Pick-up Truck,,,
10/25/2019,13:07,MANHATTAN,10003,,,,EAST 14 STREET                  ,UNION SQUARE EAST,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,4229288,Bike,Station Wagon/Sport Utility Vehicle,,,
10/23/2019,11:00,BROOKLYN,11206,40.700214,-73.94632,"(40.700214, -73.94632)",FLUSHING AVENUE                 ,WHIPPLE STREET,,1,0,0,0,1,0,0,0,Following Too Closely,Unspecified,,,,4228388,Bike,,,,
10/13/2019,6:30,,,40.59281,-73.97877,"(40.59281, -73.97877)",WEST 8 STREET                   ,86 STREET,,1,0,0,0,1,0,0,0,View Obstructed/Limited,Unspecified,,,,4222793,Station Wagon/Sport Utility Vehicle,Bike,,,
10/26/2019,20:00,BROOKLYN,11209,40.632168,-74.02453,"(40.632168, -74.02453)",73 STREET                       ,4 AVENUE,,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4229674,Station Wagon/Sport Utility Vehicle,Bike,,,
10/27/2019,17:30,,,40.75355,-73.98505,"(40.75355, -73.98505)",WEST 40 STREET                  ,,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4231400,Sedan,Bike,,,
10/20/2019,17:07,,,40.745308,-73.90753,"(40.745308, -73.90753)",ROOSEVELT AVENUE                ,57 STREET,,1,0,0,0,1,0,0,0,Passing Too Closely,Unspecified,,,,4226247,Station Wagon/Sport Utility Vehicle,Bike,,,
10/28/2019,2:24,BRONX,10452,40.83514,-73.92165,"(40.83514, -73.92165)",,,1185      RIVER AVENUE                  ,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4231717,E-Sco,,,,
10/29/2019,20:00,BROOKLYN,11221,40.697075,-73.93185,"(40.697075, -73.93185)",BUSHWICK AVENUE                 ,WILLOUGHBY AVENUE,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,,,,4232185,Sedan,E-Bik,,,
10/19/2019,21:00,,,40.732643,-73.98157,"(40.732643, -73.98157)",EAST 16 STREET                  ,,,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4226355,Bike,E-Bik,,,
10/12/2019,18:22,MANHATTAN,10023,40.772243,-73.990005,"(40.772243, -73.990005)",WEST 60 STREET                  ,WEST END AVENUE,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4224598,Bike,Sedan,,,
10/18/2019,21:34,QUEENS,11418,40.696857,-73.846146,"(40.696857, -73.846146)",102 STREET                      ,85 DRIVE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4229304,Station Wagon/Sport Utility Vehicle,Bike,,,
10/14/2019,10:40,MANHATTAN,10021,40.77012,-73.95741,"(40.77012, -73.95741)",EAST 74 STREET                  ,2 AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4223111,Taxi,Bike,,,
10/17/2019,16:20,MANHATTAN,10001,40.74915,-73.98828,"(40.74915, -73.98828)",AVENUE OF THE AMERICAS          ,WEST 33 STREET,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Driver Inattention/Distraction,,,,4226279,Bike,Sedan,,,
10/27/2019,8:00,,,40.8617,-73.89139,"(40.8617, -73.89139)",WEBSTER AVENUE                  ,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4230802,USPS,Bike,,,
10/11/2019,11:00,,,40.830986,-73.91139,"(40.830986, -73.91139)",EAST 167 STREET                 ,,,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4221911,Bike,Sedan,,,
10/31/2019,21:30,MANHATTAN,10012,40.724403,-73.99589,"(40.724403, -73.99589)",LAFAYETTE STREET                ,JERSEY STREET,,1,0,0,0,1,0,0,0,View Obstructed/Limited,View Obstructed/Limited,,,,4235026,Taxi,Bike,,,
10/15/2019,23:40,MANHATTAN,10029,40.794132,-73.94281,"(40.794132, -73.94281)",EAST 110 STREET                 ,3 AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,4223819,Taxi,Bike,,,
10/14/2019,17:50,,,40.74119,-73.79279,"(40.74119, -73.79279)",58 AVENUE                       ,UTOPIA PARKWAY,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,4223678,Station Wagon/Sport Utility Vehicle,Bike,,,
10/14/2019,17:00,MANHATTAN,10023,40.778606,-73.98163,"(40.778606, -73.98163)",WEST 72 STREET                  ,AMSTERDAM AVENUE,,1,0,0,0,1,0,0,0,Other Vehicular,Driver Inattention/Distraction,,,,4236556,Bike,Taxi,,,
