CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
10/13/2019,18:50,,,40.619907,-74.08591,"(40.619907, -74.08591)",LAUREL AVENUE                   ,,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4223828,Bike,Sedan,,,
10/29/2019,14:35,MANHATTAN,10019,40.76422,-73.97729,"(40.76422, -73.97729)",,,100       WEST 57 STREET                ,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4235623,Taxi,Bike,,,
10/31/2019,9:33,QUEENS,11385,40.7031,-73.90265,"(40.7031, -73.90265)",WOODWARD AVENUE                 ,CORNELIA STREET,,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Driver Inattention/Distraction,,,,4233985,Bike,Station Wagon/Sport Utility Vehicle,,,
10/18/2019,9:00,MANHATTAN,10003,40.736004,-73.99362,"(40.736004, -73.99362)",5 AVENUE                        ,EAST 14 STREET,,2,0,1,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,,4225614,Bike,,,,
10/25/2019,15:15,MANHATTAN,10001,40.74719,-73.98747,"(40.74719, -73.98747)",,,35        WEST 31 STREET                ,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Driver Inattention/Distraction,,,,4235613,Taxi,Bike,,,
10/13/2019,19:45,QUEENS,11435,40.70417,-73.81538,"(40.70417, -73.81538)",HILLSIDE AVENUE                 ,QUEENS BOULEVARD,,1,0,0,0,1,0,0,0,Unsafe Lane Changing,Unspecified,,,,4222815,Sedan,E-Bik,,,
10/20/2019,10:00,QUEENS,11692,40.592846,-73.79616,"(40.592846, -73.79616)",BEACH CHANNEL DRIVE             ,BEACH 67 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4226304,Bike,,,,
10/19/2019,12:35,BRONX,10475,40.869335,-73.8255,"(40.869335, -73.8255)",,,2100      BARTOW AVENUE                 ,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4228359,Bike,,,,
10/30/2019,23:41,,,40.641468,-73.95938,"(40.641468, -73.95938)",OCEAN AVENUE                    ,,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4232827,Sedan,E-Sco,,,
10/24/2019,18:24,,,40.813385,-73.94511,"(40.813385, -73.94511)",7 AVENUE                        ,,,1,0,0,0,1,0,0,0,Other Vehicular,Driver Inattention/Distraction,,,,4232543,E-Bik,Convertible,,,
10/14/2019,20:00,,,40.761593,-73.79344,"(40.761593, -73.79344)",39 AVENUE                       ,,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4223251,Sedan,Bike,,,
10/29/2019,12:00,BROOKLYN,11201,40.692234,-73.987305,"(40.692234, -73.987305)",JAY STREET                      ,WILLOUGHBY STREET,,1,0,0,0,1,0,0,0,Passenger Distraction,Unspecified,,,,4231683,Station Wagon/Sport Utility Vehicle,Bike,,,
10/24/2019,17:40,MANHATTAN,10002,40.712902,-73.98694,"(40.712902, -73.98694)",MADISON STREET                  ,CLINTON STREET,,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Traffic Control Disregarded,,,,4228940,Station Wagon/Sport Utility Vehicle,Bike,,,
10/18/2019,14:30,,,40.683018,-73.95885,"(40.683018, -73.95885)",PUTNAM AVENUE                   ,,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,,,,4226537,LIMO,Bike,,,
10/22/2019,10:20,BROOKLYN,11203,40.65738,-73.931,"(40.65738, -73.931)",,,660       UTICA AVENUE                  ,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4229462,Sedan,Bike,,,
10/26/2019,18:21,MANHATTAN,10000,40.77994,-73.97103,"(40.77994, -73.97103)",WEST DRIVE                      ,TRANSVERSE ROAD NUMBER TWO,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,,4229628,Bike,,,,
10/25/2019,15:03,,,,,,EAST DRIVE                      ,EAST 74 STREET,,1,0,0,0,1,0,0,0,Other Vehicular,Unspecified,,,,4229393,Sedan,Pedicab,,,
10/11/2019,19:48,QUEENS,11414,40.6679,-73.84204,"(40.6679, -73.84204)",CROSS BAY BOULEVARD             ,153 AVENUE,,1,0,0,0,1,0,0,0,Other Vehicular,Unspecified,,,,4221679,Bike,Station Wagon/Sport Utility Vehicle,,,
10/21/2019,17:25,BROOKLYN,11209,40.614006,-74.032646,"(40.614006, -74.032646)",MARINE AVENUE                   ,4 AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4227206,Station Wagon/Sport Utility Vehicle,E-Bik,,,
10/27/2019,21:15,,,40.81847,-73.9414,"(40.81847, -73.9414)",WEST 140 STREET                 ,,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,,,,4230271,Sedan,Bike,,,
10/24/2019,20:35,QUEENS,11422,40.66537,-73.73254,"(40.66537, -73.73254)",SOUTH CONDUIT AVENUE            ,246 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4228885,Convertible,Bike,,,
10/24/2019,22:15,,,40.695385,-73.840355,"(40.695385, -73.840355)",JAMAICA AVENUE                  ,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4234593,Station Wagon/Sport Utility Vehicle,Bike,,,
10/11/2019,17:40,,,40.762856,-73.90812,"(40.762856, -73.90812)",47 STREET                       ,,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4221816,Taxi,Bike,,,
10/20/2019,11:10,,,,,,12 AVENUE                       ,,,1,0,0,0,1,0,0,0,Unspecified,,,,,4227804,Bike,,,,
10/30/2019,15:00,BROOKLYN,11233,40.685184,-73.920456,"(40.685184, -73.920456)",HALSEY STREET                   ,HOWARD AVENUE,,1,0,0,0,1,0,0,0,View Obstructed/Limited,Following Too Closely,,,,4236880,Station Wagon/Sport Utility Vehicle,Bike,,,
10/12/2019,0:00,BRONX,10467,40.875935,-73.86191,"(40.875935, -73.86191)",,,800       EAST GUN HILL ROAD            ,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4222884,Station Wagon/Sport Utility Vehicle,Bike,,,
10/15/2019,16:43,MANHATTAN,10029,40.795467,-73.94605,"(40.795467, -73.94605)",PARK AVENUE                     ,EAST 110 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4223830,Bike,Sedan,,,
10/17/2019,16:15,BROOKLYN,11210,40.632885,-73.94771,"(40.632885, -73.94771)",FLATBUSH AVENUE                 ,HILLEL PLACE,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,4226132,Station Wagon/Sport Utility Vehicle,Bike,,,
10/23/2019,9:39,MANHATTAN,10022,40.75613,-73.96761,"(40.75613, -73.96761)",2 AVENUE                        ,EAST 52 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4228104,Station Wagon/Sport Utility Vehicle,Bike,,,
10/22/2019,15:48,BRONX,10452,40.843365,-73.91545,"(40.843365, -73.91545)",JEROME AVENUE                   ,GOBLE PLACE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4229543,Station Wagon/Sport Utility Vehicle,Bike,,,
10/12/2019,0:25,QUEENS,11412,40.69914,-73.74931,"(40.69914, -73.74931)",115 AVENUE                      ,205 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4222451,Station Wagon/Sport Utility Vehicle,Bike,,,
10/16/2019,12:44,MANHATTAN,10029,40.79167,-73.95093,"(40.79167, -73.95093)",MADISON AVENUE                  ,EAST 103 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4225221,Sedan,E-Bik,,,
10/15/2019,21:00,MANHATTAN,10016,40.74667,-73.97952,"(40.74667, -73.97952)",,,245       LEXINGTON AVENUE              ,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4223681,Taxi,E-Sco,,,
10/26/2019,19:20,MANHATTAN,10002,40.718327,-73.99013,"(40.718327, -73.99013)",,,92        ORCHARD STREET                ,1,0,0,0,1,0,0,0,Other Vehicular,,,,,4230211,Station Wagon/Sport Utility Vehicle,Bike,,,
10/14/2019,20:00,BROOKLYN,11235,40.583668,-73.94339,"(40.583668, -73.94339)",,,2505      EMMONS AVENUE                 ,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4223279,Bike,Pick-up Truck,,,
10/28/2019,11:14,BROOKLYN,11203,40.65315,-73.94117,"(40.65315, -73.94117)",EAST 39 STREET                  ,LINDEN BOULEVARD,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4231547,Station Wagon/Sport Utility Vehicle,Bike,,,
10/18/2019,16:54,BRONX,10453,40.850494,-73.91546,"(40.850494, -73.91546)",UNIVERSITY AVENUE               ,WEST TREMONT AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4225923,Sedan,Bike,,,
10/12/2019,11:50,,,40.63793,-74.12891,"(40.63793, -74.12891)",,,1923      RICHMOND TERRACE              ,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4221914,Sedan,Bike,,,
10/27/2019,21:00,BRONX,10454,40.810043,-73.9222,"(40.810043, -73.9222)",,,286       WILLIS AVENUE                 ,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4230348,Station Wagon/Sport Utility Vehicle,Bike,,,
10/12/2019,14:45,,,40.59861,-73.938644,"(40.59861, -73.938644)",BATCHELDER STREET               ,,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4222775,Sedan,Bike,,,
10/23/2019,18:28,QUEENS,11420,40.675465,-73.81383,"(40.675465, -73.81383)",,,123-36    ROCKAWAY BOULEVARD            ,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4228468,Sedan,Bike,,,
10/31/2019,20:55,MANHATTAN,10011,40.744457,-73.99653,"(40.744457, -73.99653)",,,222       WEST 23 STREET                ,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,4233214,Sedan,Bike,,,
10/18/2019,20:09,MANHATTAN,10005,40.70638,-74.009514,"(40.70638, -74.009514)",WILLIAM STREET                  ,WALL STREET,,2,0,1,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,,4225553,Bike,,,,
10/23/2019,19:00,MANHATTAN,10036,40.759205,-73.98464,"(40.759205, -73.98464)",WEST 47 STREET                  ,7 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4228462,Station Wagon/Sport Utility Vehicle,Bike,,,
10/27/2019,16:25,BROOKLYN,11220,40.646786,-74.008575,"(40.646786, -74.008575)",47 STREET                       ,5 AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4230073,Bike,Station Wagon/Sport Utility Vehicle,,,
10/25/2019,22:24,,,40.76023,-73.961525,"(40.76023, -73.961525)",QUEENSBORO BRIDGE               ,,,1,0,0,0,1,0,0,0,Unsafe Lane Changing,Other Vehicular,,,,4230579,Open Body,Bike,,,
10/23/2019,8:55,BROOKLYN,11204,40.622612,-73.98667,"(40.622612, -73.98667)",18 AVENUE                       ,59 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4230626,Station Wagon/Sport Utility Vehicle,Bike,,,
10/16/2019,8:30,BROOKLYN,11225,40.660538,-73.96064,"(40.660538, -73.96064)",,,552       FLATBUSH AVENUE               ,1,0,0,0,1,0,0,0,Driver Inexperience,Unspecified,,,,4224970,Bike,Sedan,,,
10/25/2019,20:12,,,40.794735,-73.96988,"(40.794735, -73.96988)",AMSTERDAM AVENUE                ,,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Driver Inattention/Distraction,,,,4230392,Station Wagon/Sport Utility Vehicle,E-Bik,,,
10/29/2019,7:56,BROOKLYN,11230,40.614944,-73.95438,"(40.614944, -73.95438)",,,1926      OCEAN AVENUE                  ,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4231450,Station Wagon/Sport Utility Vehicle,Bike,,,
10/28/2019,14:45,BROOKLYN,11205,40.688877,-73.95501,"(40.688877, -73.95501)",,,1027      BEDFORD AVENUE                ,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,4233064,Sedan,Bike,,,
10/24/2019,1:02,,,40.732914,-74.00398,"(40.732914, -74.00398)",GROVE STREET                    ,,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4231134,Taxi,Bike,,,
10/26/2019,14:30,QUEENS,11379,40.712025,-73.87923,"(40.712025, -73.87923)",73 PLACE                        ,67 ROAD,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4231311,Sedan,Bike,,,
10/25/2019,16:10,QUEENS,11419,40.684643,-73.82236,"(40.684643, -73.82236)",120 STREET                      ,107 AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4229582,Sedan,Bike,,,
10/21/2019,15:00,BROOKLYN,11238,40.685673,-73.972855,"(40.685673, -73.972855)",HANSON PLACE                    ,FULTON STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4228990,Station Wagon/Sport Utility Vehicle,E-Bik,,,
10/24/2019,15:30,BROOKLYN,11223,40.60009,-73.96591,"(40.60009, -73.96591)",AVENUE T                        ,OCEAN PARKWAY,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4229028,Station Wagon/Sport Utility Vehicle,E-Sco,,,
10/26/2019,13:25,BRONX,10465,40.87831,-73.870155,"(40.87831, -73.870155)",EAST GUN HILL ROAD              ,BRONX RIVER PARKWAY,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,,,,,4230502,Bike,,,,
10/24/2019,23:44,QUEENS,11365,40.746773,-73.79242,"(40.746773, -73.79242)",UTOPIA PARKWAY                  ,UNDERHILL AVENUE,,1,0,0,0,1,0,0,0,Unsafe Speed,Unspecified,,,,4229019,E-Sco,Sedan,,,
10/20/2019,14:20,MANHATTAN,10033,40.851322,-73.94029,"(40.851322, -73.94029)",WEST 181 STREET                 ,CABRINI BOULEVARD,,1,0,0,0,1,0,0,0,Pavement Slippery,,,,,4227095,Bike,,,,
10/19/2019,8:08,BROOKLYN,11211,40.712524,-73.962555,"(40.712524, -73.962555)",BEDFORD AVENUE                  ,SOUTH 3 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4227769,Station Wagon/Sport Utility Vehicle,Bike,,,
10/16/2019,14:00,MANHATTAN,10023,40.771152,-73.97966,"(40.771152, -73.97966)",CENTRAL PARK WEST               ,WEST 64 STREET,,1,0,0,0,1,0,0,0,Passing Too Closely,,,,,4224597,Bike,,,,
10/23/2019,20:25,,,40.679276,-73.92906,"(40.679276, -73.92906)",FULTON STREET                   ,UTICA AVENUE,,1,0,0,0,1,0,0,0,Driver Inexperience,Unspecified,,,,4235280,Station Wagon/Sport Utility Vehicle,Bike,,,
10/15/2019,23:50,,,40.74915,-73.98828,"(40.74915, -73.98828)",AVENUE OF THE AMERICAS          ,,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4223797,Bike,Taxi,,,
10/30/2019,15:03,,,40.70239,-73.924644,"(40.70239, -73.924644)",KNICKERBOCKER AVENUE            ,,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4233136,Station Wagon/Sport Utility Vehicle,Bike,,,
10/13/2019,19:20,,,40.870968,-73.88087,"(40.870968, -73.88087)",MOSHOLU PARKWAY                 ,HULL AVENUE,,1,0,0,0,1,0,0,0,Driver Inexperience,Unspecified,,,,4222979,Sedan,E-Bik,,,
10/19/2019,13:30,MANHATTAN,10012,40.722298,-73.99713,"(40.722298, -73.99713)",SPRING STREET                   ,LAFAYETTE STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4226048,Taxi,Bike,,,
10/28/2019,10:30,BROOKLYN,11211,40.711227,-73.94817,"(40.711227, -73.94817)",,,594       GRAND STREET                  ,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4231847,Sedan,Bike,,,
10/20/2019,11:30,QUEENS,11368,40.753017,-73.87165,"(40.753017, -73.87165)",,,35-38     JUNCTION BOULEVARD            ,1,0,0,0,1,0,0,0,Passenger Distraction,Passing or Lane Usage Improper,,,,4226297,Station Wagon/Sport Utility Vehicle,E-Bik,,,
10/18/2019,20:43,BRONX,10451,40.821484,-73.91218,"(40.821484, -73.91218)",3 AVENUE                        ,EAST 158 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4225657,Station Wagon/Sport Utility Vehicle,Bike,,,
10/16/2019,9:18,QUEENS,11416,40.67928,-73.86047,"(40.67928, -73.86047)",77 STREET                       ,LIBERTY AVENUE,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4225065,Bike,Station Wagon/Sport Utility Vehicle,,,
10/22/2019,12:25,MANHATTAN,10026,40.799435,-73.9553,"(40.799435, -73.9553)",7 AVENUE                        ,WEST 110 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4227532,Sedan,E-Bik,,,
10/25/2019,6:56,BROOKLYN,11228,40.623688,-74.01306,"(40.623688, -74.01306)",,,1042      BAY RIDGE PARKWAY             ,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4229378,Station Wagon/Sport Utility Vehicle,E-Bik,,,
10/26/2019,0:05,MANHATTAN,10019,40.769115,-73.98856,"(40.769115, -73.98856)",WEST 57 STREET                  ,10 AVENUE,,1,0,0,0,1,0,0,0,Other Vehicular,Passing or Lane Usage Improper,,,,4230439,Station Wagon/Sport Utility Vehicle,Bike,,,
10/13/2019,10:30,BROOKLYN,11205,40.69927,-73.95443,"(40.69927, -73.95443)",,,500       FLUSHING AVENUE               ,1,0,0,0,1,0,0,0,Driver Inexperience,Unspecified,,,,4222285,Station Wagon/Sport Utility Vehicle,Bike,,,
10/22/2019,21:00,BRONX,10469,40.873795,-73.83582,"(40.873795, -73.83582)",EDSON AVENUE                    ,HAMMERSLEY AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4231443,Bike,,,,
10/18/2019,10:20,BROOKLYN,11217,40.68693,-73.97712,"(40.68693, -73.97712)",,,42        LAFAYETTE AVENUE              ,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4232865,Station Wagon/Sport Utility Vehicle,Bike,,,
10/12/2019,7:40,MANHATTAN,10016,40.74309,-73.97402,"(40.74309, -73.97402)",EAST 33 STREET                  ,1 AVENUE,,1,0,0,0,1,0,0,0,Unsafe Speed,Unspecified,,,,4223176,Taxi,Bike,,,
10/26/2019,8:50,,,40.75884,-73.889755,"(40.75884, -73.889755)",78 STREET                       ,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4230715,Station Wagon/Sport Utility Vehicle,Bike,,,
10/26/2019,17:30,QUEENS,11368,40.749256,-73.85801,"(40.749256, -73.85801)",,,42-11     108 STREET                    ,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4229841,Station Wagon/Sport Utility Vehicle,Bike,,,
10/17/2019,16:00,STATEN ISLAND,10301,40.634224,-74.0907,"(40.634224, -74.0907)",GLEN AVENUE                     ,STANLEY AVENUE,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,,,,4231938,Sedan,Bike,,,
10/17/2019,9:13,MANHATTAN,10022,40.756382,-73.96433,"(40.756382, -73.96433)",EAST 54 STREET                  ,1 AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4224553,Station Wagon/Sport Utility Vehicle,Bike,,,
10/20/2019,14:30,BRONX,10465,40.824696,-73.83919,"(40.824696, -73.83919)",BRUSH AVENUE                    ,LAFAYETTE AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4230486,Sedan,Bike,,,
10/25/2019,9:07,,,40.694313,-73.93052,"(40.694313, -73.93052)",DODWORTH STREET                 ,,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4230780,Station Wagon/Sport Utility Vehicle,Bike,,,
10/12/2019,20:40,QUEENS,11418,40.697918,-73.82754,"(40.697918, -73.82754)",121 STREET                      ,89 AVENUE,,1,0,0,0,1,0,0,0,Unsafe Lane Changing,Unspecified,,,,4222713,Station Wagon/Sport Utility Vehicle,E-Sco,,,
10/19/2019,19:00,,,40.760784,-73.80677,"(40.760784, -73.80677)",SANFORD AVENUE                  ,,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4225800,Station Wagon/Sport Utility Vehicle,Bike,,,
10/24/2019,23:59,MANHATTAN,10065,40.762486,-73.96298,"(40.762486, -73.96298)",2 AVENUE                        ,EAST 62 STREET,,1,0,0,0,1,0,0,0,Following Too Closely,Unspecified,,,,4229030,Bike,Sedan,,,
10/28/2019,9:05,MANHATTAN,10011,40.74224,-74.00632,"(40.74224, -74.00632)",,,450       WEST 15 STREET                ,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4231614,Station Wagon/Sport Utility Vehicle,Bike,,,
10/22/2019,11:45,,,40.752037,-73.942726,"(40.752037, -73.942726)",22 STREET                       ,QUEENS PLAZA NORTH,,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4227886,Station Wagon/Sport Utility Vehicle,Bike,,,
10/15/2019,18:47,MANHATTAN,10002,40.71975,-73.992165,"(40.71975, -73.992165)",DELANCEY STREET                 ,FORSYTH STREET,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,,,,4224641,Sedan,Bike,,,
10/11/2019,12:12,QUEENS,11375,40.734985,-73.85066,"(40.734985, -73.85066)",108 STREET                      ,63 AVENUE,,1,0,0,0,1,0,0,0,Turning Improperly,Unspecified,,,,4221619,Station Wagon/Sport Utility Vehicle,E-Sco,,,
10/18/2019,17:30,BROOKLYN,11219,40.632782,-73.99446,"(40.632782, -73.99446)",53 STREET                       ,13 AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4226728,Station Wagon/Sport Utility Vehicle,Bike,,,
10/26/2019,13:51,BROOKLYN,11233,40.680553,-73.91672,"(40.680553, -73.91672)",,,175       SARATOGA AVENUE               ,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,4231642,Station Wagon/Sport Utility Vehicle,Bike,,,
10/31/2019,11:45,MANHATTAN,10031,40.819572,-73.95175,"(40.819572, -73.95175)",AMSTERDAM AVENUE                ,WEST 136 STREET,,1,0,0,0,1,0,0,0,Backing Unsafely,Unspecified,,,,4232932,Sedan,Bike,,,
10/30/2019,15:40,BROOKLYN,11209,40.619072,-74.028305,"(40.619072, -74.028305)",,,9004      5 AVENUE                      ,1,0,0,0,1,0,0,0,Driver Inexperience,Unspecified,,,,4232273,Station Wagon/Sport Utility Vehicle,E-Sco,,,
10/31/2019,15:15,,,40.663227,-73.93159,"(40.663227, -73.93159)",UTICA AVENUE                    ,,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4233163,Station Wagon/Sport Utility Vehicle,Bike,,,
10/29/2019,21:00,MANHATTAN,10016,40.74468,-73.987305,"(40.74468, -73.987305)",WEST 28 STREET                  ,5 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4231940,Sedan,Bike,,,
10/29/2019,12:31,MANHATTAN,10003,40.732758,-73.990036,"(40.732758, -73.990036)",EAST 12 STREET                  ,4 AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4231915,E-Bik,Taxi,,,
10/30/2019,13:30,BROOKLYN,11219,40.63247,-74.00197,"(40.63247, -74.00197)",,,5824      11 AVENUE                     ,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4232565,Box Truck,Bike,,,
10/18/2019,11:00,MANHATTAN,10016,40.74309,-73.97402,"(40.74309, -73.97402)",1 AVENUE                        ,EAST 33 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4225274,Station Wagon/Sport Utility Vehicle,Bike,,,
10/21/2019,19:00,,,40.83302,-73.862724,"(40.83302, -73.862724)",WHITE PLAINS ROAD               ,WESTCHESTER AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4227515,Station Wagon/Sport Utility Vehicle,E-Bik,,,
10/19/2019,10:43,BROOKLYN,11224,40.57686,-73.98266,"(40.57686, -73.98266)",MERMAID AVENUE                  ,WEST 15 STREET,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,,,,4226701,Bike,Sedan,,,
10/15/2019,0:30,QUEENS,11103,40.759285,-73.91969,"(40.759285, -73.91969)",,,38-02     BROADWAY                      ,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4223771,Sedan,Bike,,,
10/31/2019,15:00,MANHATTAN,10027,40.810276,-73.94738,"(40.810276, -73.94738)",7 AVENUE                        ,WEST 127 STREET,,1,0,0,0,1,0,0,0,Reaction to Uninvolved Vehicle,,,,,4233293,E-Bik,,,,
10/12/2019,23:51,QUEENS,11434,40.65616,-73.76736,"(40.65616, -73.76736)",ROCKAWAY BOULEVARD              ,BREWER BOULEVARD,,1,1,0,0,1,1,0,0,Alcohol Involvement,Other Lighting Defects,,,,4223206,Sedan,E-Sco,,,
10/19/2019,15:05,,,40.6792,-73.9553,"(40.6792, -73.9553)",ATLANTIC AVENUE                 ,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4227217,Station Wagon/Sport Utility Vehicle,Bike,,,
10/24/2019,23:15,MANHATTAN,10021,40.768486,-73.955505,"(40.768486, -73.955505)",EAST 73 STREET                  ,1 AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4229026,Taxi,Bike,,,
10/21/2019,14:00,,,40.847004,-73.83229,"(40.847004, -73.83229)",CROSBY AVENUE                   ,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Aggressive Driving/Road Rage,,,,4230487,Sedan,E-Bik,,,
10/20/2019,19:30,,,40.75831,-73.96294,"(40.75831, -73.96294)",EAST 57 STREET                  ,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4227186,Station Wagon/Sport Utility Vehicle,Bike,,,
